date,meal_period,restaurant_covers,event_indicator,occupancy_rate,number_of_items,dish_category,dishwasher_cycles,cycle_duration_minutes,items_per_rack,washing_time_minutes,waiting_time_minutes,rewash_required,items_rejected,damaged_items,dishwasher_utilization,staff_available,water_consumption_liters,detergent_consumption_ml,season,day_of_week,peak_period
2025-05-25,Dinner,86,False,0.748,117,Glassware,6,1.93,20,11.6,4.3,True,2,0,0.585,3,31.8,60.3,Spring,Sunday,True
2025-05-25,Dinner,86,False,0.748,244,Cutlery,6,1.84,45,11.0,2.3,True,4,0,0.517,3,40.6,68.5,Spring,Sunday,True
2025-05-25,Dinner,86,False,0.748,19,Cookware,2,2.58,10,5.2,3.8,False,0,1,0.254,3,8.5,17.8,Spring,Sunday,True
2025-05-26,Breakfast,76,True,0.734,159,Plates,7,2.23,24,15.6,14.9,True,3,0,0.609,4,37.9,59.3,Spring,Monday,True
2025-05-26,Breakfast,76,True,0.734,99,Glassware,5,2.17,20,10.8,9.4,True,2,0,0.442,4,27.0,44.7,Spring,Monday,True
2025-05-26,Breakfast,76,True,0.734,205,Cutlery,5,2.0,45,10.0,11.9,True,3,0,0.376,4,36.4,36.5,Spring,Monday,True
2025-05-26,Breakfast,76,True,0.734,22,Cookware,3,2.37,10,7.1,13.9,False,0,0,0.25,4,12.8,25.2,Spring,Monday,True
2025-05-26,Lunch,34,True,0.734,76,Plates,4,2.09,24,8.4,13.9,False,0,0,0.272,3,21.0,35.4,Spring,Monday,True
2025-05-26,Lunch,34,True,0.734,43,Glassware,3,1.96,20,5.9,12.6,False,0,1,0.25,3,14.2,27.8,Spring,Monday,True
2025-05-26,Lunch,34,True,0.734,88,Cutlery,2,1.96,45,3.9,15.5,True,3,0,0.25,3,15.3,17.8,Spring,Monday,True
2025-05-26,Lunch,34,True,0.734,7,Cookware,1,2.23,10,2.2,7.9,True,1,0,0.25,3,4.1,9.1,Spring,Monday,True
2025-05-26,Dinner,117,True,0.734,252,Plates,11,2.15,24,23.6,25.2,True,7,0,1.17,4,60.6,91.4,Spring,Monday,True
2025-05-26,Dinner,117,True,0.734,160,Glassware,8,2.28,20,18.3,21.6,True,6,0,0.946,4,41.9,70.4,Spring,Monday,True
2025-05-26,Dinner,117,True,0.734,347,Cutlery,8,1.94,45,15.5,14.3,True,4,0,0.776,4,59.3,70.5,Spring,Monday,True
2025-05-26,Dinner,117,True,0.734,6,Cookware,1,2.62,10,2.6,8.3,False,0,0,0.25,4,4.5,9.1,Spring,Monday,True
2025-05-27,Breakfast,61,False,0.706,131,Plates,6,2.07,24,12.4,5.9,True,2,0,0.466,3,34.1,60.3,Spring,Tuesday,False
2025-05-27,Breakfast,61,False,0.706,84,Glassware,5,2.01,20,10.1,4.1,False,0,0,0.348,3,25.6,49.1,Spring,Tuesday,False
2025-05-27,Breakfast,61,False,0.706,173,Cutlery,4,2.17,45,8.7,0.0,True,3,0,0.343,3,30.8,38.7,Spring,Tuesday,False
2025-05-27,Breakfast,61,False,0.706,15,Cookware,2,2.3,10,4.6,6.0,False,0,0,0.25,3,8.5,23.7,Spring,Tuesday,False
2025-05-27,Lunch,36,False,0.706,78,Plates,4,2.06,24,8.3,0.0,True,1,0,0.276,2,20.8,39.1,Spring,Tuesday,False
2025-05-27,Lunch,36,False,0.706,55,Glassware,3,2.07,20,6.2,2.2,False,0,0,0.25,2,16.1,33.0,Spring,Tuesday,False
2025-05-27,Lunch,36,False,0.706,100,Cutlery,3,2.23,45,6.7,0.0,True,1,0,0.25,2,20.0,28.6,Spring,Tuesday,False
2025-05-27,Lunch,36,False,0.706,5,Cookware,1,2.4,10,2.4,3.2,False,0,0,0.25,2,3.9,10.9,Spring,Tuesday,False
2025-05-27,Dinner,91,False,0.706,197,Plates,9,2.13,24,19.2,10.9,True,2,0,0.907,3,48.7,96.5,Spring,Tuesday,True
2025-05-27,Dinner,91,False,0.706,135,Glassware,7,2.01,20,14.1,5.2,True,4,0,0.703,3,34.8,64.5,Spring,Tuesday,True
2025-05-27,Dinner,91,False,0.706,246,Cutlery,6,1.96,45,11.8,6.7,True,6,0,0.555,3,42.5,54.1,Spring,Tuesday,True
2025-05-27,Dinner,91,False,0.706,5,Cookware,1,2.56,10,2.6,1.3,False,0,0,0.25,3,3.8,10.4,Spring,Tuesday,True
2025-05-28,Breakfast,66,False,0.719,142,Plates,6,2.15,24,12.9,4.5,False,0,0,0.523,3,33.9,62.6,Spring,Wednesday,False
2025-05-28,Breakfast,66,False,0.719,92,Glassware,5,2.0,20,10.0,0.0,True,4,0,0.379,3,25.6,53.1,Spring,Wednesday,False
2025-05-28,Breakfast,66,False,0.719,183,Cutlery,5,1.85,45,9.2,2.8,True,2,1,0.309,3,32.7,50.7,Spring,Wednesday,False
2025-05-28,Breakfast,66,False,0.719,12,Cookware,2,2.39,10,4.8,0.8,True,1,0,0.25,3,7.6,19.8,Spring,Wednesday,False
2025-05-28,Lunch,45,False,0.719,100,Plates,5,2.09,24,10.4,1.9,True,4,0,0.358,3,24.8,53.6,Spring,Wednesday,False
2025-05-28,Lunch,45,False,0.719,67,Glassware,4,1.96,20,7.8,1.7,True,1,0,0.27,3,21.2,37.5,Spring,Wednesday,False
2025-05-28,Lunch,45,False,0.719,127,Cutlery,3,2.04,45,6.1,2.2,True,1,0,0.25,3,21.6,31.6,Spring,Wednesday,False
2025-05-28,Lunch,45,False,0.719,7,Cookware,1,2.84,10,2.8,4.6,False,0,0,0.25,3,4.3,8.9,Spring,Wednesday,False
2025-05-28,Dinner,97,False,0.719,211,Plates,9,1.9,24,17.1,7.9,True,8,1,0.865,3,48.1,88.5,Spring,Wednesday,True
2025-05-28,Dinner,97,False,0.719,137,Glassware,7,2.09,20,14.6,9.0,True,2,0,0.742,3,38.2,69.0,Spring,Wednesday,True
2025-05-28,Dinner,97,False,0.719,259,Cutlery,6,2.02,45,12.1,6.6,True,8,0,0.601,3,46.0,58.6,Spring,Wednesday,True
2025-05-28,Dinner,97,False,0.719,18,Cookware,2,2.69,10,5.4,0.0,True,1,0,0.251,3,9.4,18.4,Spring,Wednesday,True
2025-05-29,Breakfast,51,False,0.76,111,Plates,5,2.06,24,10.3,6.0,True,1,0,0.393,3,28.0,61.8,Spring,Thursday,False
2025-05-29,Breakfast,51,False,0.76,71,Glassware,4,1.97,20,7.9,6.9,False,0,0,0.288,3,20.7,35.7,Spring,Thursday,False
2025-05-29,Breakfast,51,False,0.76,137,Cutlery,4,2.08,45,8.3,4.1,True,5,0,0.261,3,25.7,37.6,Spring,Thursday,False
2025-05-29,Breakfast,51,False,0.76,18,Cookware,2,2.55,10,5.1,2.1,False,0,0,0.25,3,9.2,20.9,Spring,Thursday,False
2025-05-29,Lunch,48,False,0.76,98,Plates,5,2.09,24,10.5,5.4,True,2,0,0.352,3,27.3,44.0,Spring,Thursday,False
2025-05-29,Lunch,48,False,0.76,71,Glassware,4,2.14,20,8.6,2.1,True,1,0,0.313,3,19.2,41.4,Spring,Thursday,False
2025-05-29,Lunch,48,False,0.76,132,Cutlery,3,2.13,45,6.4,1.5,True,2,1,0.257,3,21.6,32.3,Spring,Thursday,False
2025-05-29,Lunch,48,False,0.76,15,Cookware,2,2.6,10,5.2,6.2,False,0,0,0.25,3,8.7,21.4,Spring,Thursday,False
2025-05-29,Dinner,86,False,0.76,184,Plates,8,2.13,24,17.0,11.6,True,4,0,0.845,3,45.6,86.8,Spring,Thursday,True
2025-05-29,Dinner,86,False,0.76,121,Glassware,7,2.02,20,14.2,4.2,False,0,0,0.634,3,34.8,78.3,Spring,Thursday,True
2025-05-29,Dinner,86,False,0.76,237,Cutlery,6,2.05,45,12.3,0.0,True,2,0,0.561,3,42.3,51.3,Spring,Thursday,True
2025-05-29,Dinner,86,False,0.76,14,Cookware,2,2.42,10,4.8,0.0,False,0,0,0.25,3,9.5,21.1,Spring,Thursday,True
2025-05-30,Breakfast,87,False,0.719,189,Plates,8,2.12,24,17.0,2.7,True,3,0,0.689,3,44.1,86.5,Spring,Friday,False
2025-05-30,Breakfast,87,False,0.719,123,Glassware,7,2.05,20,14.4,0.0,True,2,0,0.52,3,36.8,65.6,Spring,Friday,False
2025-05-30,Breakfast,87,False,0.719,240,Cutlery,6,2.21,45,13.3,1.5,True,3,0,0.485,3,43.7,57.0,Spring,Friday,False
2025-05-30,Breakfast,87,False,0.719,16,Cookware,2,2.52,10,5.0,3.3,True,2,0,0.25,3,8.4,21.8,Spring,Friday,False
2025-05-30,Lunch,64,False,0.719,146,Plates,7,2.09,24,14.6,2.2,True,3,0,0.522,3,38.2,76.7,Spring,Friday,False
2025-05-30,Lunch,64,False,0.719,97,Glassware,5,2.19,20,11.0,0.0,True,1,0,0.438,3,26.8,52.4,Spring,Friday,False
2025-05-30,Lunch,64,False,0.719,179,Cutlery,4,2.16,45,8.6,0.0,True,4,1,0.353,3,28.4,42.8,Spring,Friday,False
2025-05-30,Lunch,64,False,0.719,5,Cookware,1,2.54,10,2.5,0.2,False,0,0,0.25,3,4.4,11.6,Spring,Friday,False
2025-05-30,Dinner,96,False,0.719,202,Plates,9,2.11,24,19.0,12.7,True,3,0,0.921,3,44.7,88.1,Spring,Friday,True
2025-05-30,Dinner,96,False,0.719,138,Glassware,7,2.28,20,16.0,8.8,True,2,0,0.816,3,40.5,71.5,Spring,Friday,True
2025-05-30,Dinner,96,False,0.719,265,Cutlery,6,2.13,45,12.8,3.4,True,7,0,0.652,3,43.6,63.4,Spring,Friday,True
2025-05-30,Dinner,96,False,0.719,23,Cookware,3,2.46,10,7.4,3.6,True,2,0,0.293,3,14.7,29.4,Spring,Friday,True
2025-05-31,Breakfast,82,False,0.734,171,Plates,8,2.07,24,16.6,3.8,True,6,0,0.607,3,44.2,82.8,Spring,Saturday,False
2025-05-31,Breakfast,82,False,0.734,112,Glassware,6,2.2,20,13.2,2.0,False,0,0,0.507,3,32.0,68.6,Spring,Saturday,False
2025-05-31,Breakfast,82,False,0.734,235,Cutlery,6,2.18,45,13.1,3.5,True,7,1,0.469,3,41.3,61.7,Spring,Saturday,False
2025-05-31,Breakfast,82,False,0.734,31,Cookware,4,2.47,10,9.9,4.8,True,2,0,0.315,3,18.1,44.8,Spring,Saturday,False
2025-05-31,Lunch,65,False,0.734,147,Plates,7,2.07,24,14.5,1.9,True,3,0,0.523,3,38.0,79.8,Spring,Saturday,False
2025-05-31,Lunch,65,False,0.734,92,Glassware,5,1.97,20,9.8,3.5,True,2,0,0.373,3,25.0,56.0,Spring,Saturday,False
2025-05-31,Lunch,65,False,0.734,180,Cutlery,4,2.34,45,9.4,0.0,True,6,0,0.385,3,29.0,37.2,Spring,Saturday,False
2025-05-31,Lunch,65,False,0.734,11,Cookware,2,2.51,10,5.0,5.3,False,0,0,0.25,3,7.9,19.0,Spring,Saturday,False
2025-05-31,Dinner,123,False,0.734,292,Plates,13,2.11,24,27.4,13.9,True,14,0,1.25,3,66.6,133.6,Spring,Saturday,True
2025-05-31,Dinner,123,False,0.734,199,Glassware,10,2.0,20,20.0,15.1,True,4,0,1.033,3,55.2,96.7,Spring,Saturday,True
2025-05-31,Dinner,123,False,0.734,354,Cutlery,8,2.14,45,17.1,5.8,True,8,1,0.871,3,59.9,88.5,Spring,Saturday,True
2025-05-31,Dinner,123,False,0.734,26,Cookware,3,2.61,10,7.8,2.7,False,0,1,0.351,3,12.1,24.3,Spring,Saturday,True
2025-06-01,Breakfast,74,False,0.848,164,Plates,7,2.05,24,14.4,6.2,True,2,0,0.577,3,39.4,82.7,Summer,Sunday,False
2025-06-01,Breakfast,74,False,0.848,112,Glassware,6,2.08,20,12.5,2.1,True,1,0,0.48,3,31.7,59.5,Summer,Sunday,False
2025-06-01,Breakfast,74,False,0.848,202,Cutlery,5,1.83,45,9.1,5.4,True,2,1,0.338,3,34.8,52.7,Summer,Sunday,False
2025-06-01,Breakfast,74,False,0.848,19,Cookware,2,2.31,10,4.6,1.4,True,1,0,0.25,3,8.0,19.3,Summer,Sunday,False
2025-06-01,Lunch,65,False,0.848,149,Plates,7,2.12,24,14.8,5.9,True,3,0,0.542,3,38.5,72.2,Summer,Sunday,False
2025-06-01,Lunch,65,False,0.848,92,Glassware,5,2.0,20,10.0,3.4,True,4,1,0.38,3,27.1,55.9,Summer,Sunday,False
2025-06-01,Lunch,65,False,0.848,177,Cutlery,4,2.27,45,9.1,3.3,True,5,0,0.367,3,28.8,41.5,Summer,Sunday,False
2025-06-01,Lunch,65,False,0.848,13,Cookware,2,2.5,10,5.0,3.2,False,0,0,0.25,3,8.6,23.3,Summer,Sunday,False
2025-06-01,Dinner,109,False,0.848,246,Plates,11,2.21,24,24.3,20.5,True,12,0,1.173,3,63.2,122.1,Summer,Sunday,True
2025-06-01,Dinner,109,False,0.848,166,Glassware,9,2.13,20,19.2,11.7,True,5,0,0.918,3,48.3,81.2,Summer,Sunday,True
2025-06-01,Dinner,109,False,0.848,316,Cutlery,8,2.15,45,17.2,1.2,True,5,0,0.785,3,56.1,83.9,Summer,Sunday,True
2025-06-01,Dinner,109,False,0.848,34,Cookware,4,2.45,10,9.8,3.4,True,1,0,0.431,3,19.5,36.3,Summer,Sunday,True
2025-06-02,Breakfast,82,False,0.793,186,Plates,8,2.13,24,17.1,3.7,True,3,0,0.68,3,46.8,84.8,Summer,Monday,False
2025-06-02,Breakfast,82,False,0.793,113,Glassware,6,2.04,20,12.2,1.1,True,1,0,0.475,3,32.2,58.5,Summer,Monday,False
2025-06-02,Breakfast,82,False,0.793,224,Cutlery,5,1.95,45,9.8,0.5,True,6,0,0.4,3,35.4,37.7,Summer,Monday,False
2025-06-02,Breakfast,82,False,0.793,14,Cookware,2,2.39,10,4.8,3.3,True,1,0,0.25,3,8.8,19.7,Summer,Monday,False
2025-06-02,Lunch,68,False,0.793,153,Plates,7,1.97,24,13.8,0.6,False,0,0,0.517,3,37.4,82.9,Summer,Monday,False
2025-06-02,Lunch,68,False,0.793,88,Glassware,5,2.26,20,11.3,1.1,False,0,1,0.409,3,27.7,45.1,Summer,Monday,False
2025-06-02,Lunch,68,False,0.793,183,Cutlery,5,2.12,45,10.6,0.7,True,1,1,0.355,3,33.8,47.2,Summer,Monday,False
2025-06-02,Lunch,68,False,0.793,15,Cookware,2,2.43,10,4.9,0.7,True,1,0,0.25,3,8.4,16.1,Summer,Monday,False
2025-06-02,Dinner,110,False,0.793,238,Plates,10,1.73,24,17.3,9.8,True,3,0,0.888,3,58.6,106.5,Summer,Monday,True
2025-06-02,Dinner,110,False,0.793,148,Glassware,8,2.0,20,16.0,0.0,True,2,0,0.766,3,40.7,83.1,Summer,Monday,True
2025-06-02,Dinner,110,False,0.793,310,Cutlery,7,2.11,45,14.8,8.2,True,7,0,0.754,3,54.2,70.5,Summer,Monday,True
2025-06-02,Dinner,110,False,0.793,30,Cookware,3,2.46,10,7.4,2.7,False,0,0,0.382,3,13.1,22.7,Summer,Monday,True
2025-06-03,Breakfast,101,False,0.891,246,Plates,11,1.92,24,21.2,9.0,True,5,0,0.812,3,58.5,93.3,Summer,Tuesday,False
2025-06-03,Breakfast,101,False,0.891,139,Glassware,7,2.07,20,14.5,6.2,True,3,0,0.591,3,36.7,77.9,Summer,Tuesday,False
2025-06-03,Breakfast,101,False,0.891,285,Cutlery,7,1.99,45,13.9,1.1,True,8,1,0.519,3,49.9,56.0,Summer,Tuesday,False
2025-06-03,Breakfast,101,False,0.891,36,Cookware,4,2.51,10,10.0,4.1,True,2,0,0.372,3,17.7,45.5,Summer,Tuesday,False
2025-06-03,Lunch,42,False,0.891,91,Plates,4,1.96,24,7.9,3.5,True,2,0,0.306,2,22.2,41.0,Summer,Tuesday,False
2025-06-03,Lunch,42,False,0.891,56,Glassware,3,1.93,20,5.8,6.2,True,1,0,0.25,2,16.2,31.7,Summer,Tuesday,False
2025-06-03,Lunch,42,False,0.891,118,Cutlery,3,1.99,45,6.0,4.8,False,0,0,0.25,2,21.0,30.3,Summer,Tuesday,False
2025-06-03,Lunch,42,False,0.891,13,Cookware,2,2.52,10,5.0,3.8,False,0,0,0.25,2,8.6,19.6,Summer,Tuesday,False
2025-06-03,Dinner,116,False,0.891,254,Plates,11,2.13,24,23.5,17.3,True,8,0,1.171,3,60.3,119.1,Summer,Tuesday,True
2025-06-03,Dinner,116,False,0.891,171,Glassware,9,2.13,20,19.1,9.7,True,5,0,0.943,3,47.5,84.6,Summer,Tuesday,True
2025-06-03,Dinner,116,False,0.891,328,Cutlery,8,2.11,45,16.9,7.4,True,5,1,0.799,3,61.8,84.2,Summer,Tuesday,True
2025-06-03,Dinner,116,False,0.891,5,Cookware,1,2.2,10,2.2,4.3,False,0,0,0.25,3,4.6,10.5,Summer,Tuesday,True
2025-06-04,Breakfast,88,False,0.818,188,Plates,8,2.16,24,17.3,3.1,True,1,0,0.696,3,46.3,65.0,Summer,Wednesday,False
2025-06-04,Breakfast,88,False,0.818,112,Glassware,6,2.05,20,12.3,0.0,True,2,0,0.473,3,30.7,62.4,Summer,Wednesday,False
2025-06-04,Breakfast,88,False,0.818,232,Cutlery,6,2.13,45,12.8,4.4,True,5,2,0.452,3,42.2,54.8,Summer,Wednesday,False
2025-06-04,Breakfast,88,False,0.818,19,Cookware,2,2.55,10,5.1,1.6,False,0,0,0.25,3,9.4,19.6,Summer,Wednesday,False
2025-06-04,Lunch,67,False,0.818,153,Plates,7,2.1,24,14.7,0.8,True,1,0,0.552,3,39.7,78.2,Summer,Wednesday,False
2025-06-04,Lunch,67,False,0.818,94,Glassware,5,2.16,20,10.8,3.1,True,3,0,0.418,3,25.3,47.2,Summer,Wednesday,False
2025-06-04,Lunch,67,False,0.818,193,Cutlery,5,2.13,45,10.7,5.0,True,5,0,0.377,3,34.6,47.9,Summer,Wednesday,False
2025-06-04,Lunch,67,False,0.818,9,Cookware,1,2.56,10,2.6,2.7,False,0,0,0.25,3,4.6,10.6,Summer,Wednesday,False
2025-06-04,Dinner,100,False,0.818,211,Plates,9,2.17,24,19.5,13.5,True,6,0,0.99,3,53.5,93.7,Summer,Wednesday,True
2025-06-04,Dinner,100,False,0.818,143,Glassware,8,2.24,20,17.9,9.2,True,1,1,0.831,3,39.8,65.8,Summer,Wednesday,True
2025-06-04,Dinner,100,False,0.818,276,Cutlery,7,1.85,45,13.0,4.6,True,3,0,0.59,3,48.2,65.2,Summer,Wednesday,True
2025-06-04,Dinner,100,False,0.818,13,Cookware,2,2.52,10,5.0,1.1,False,0,0,0.25,3,9.4,24.7,Summer,Wednesday,True
2025-06-05,Breakfast,88,False,0.838,194,Plates,9,2.09,24,18.8,3.0,True,5,0,0.695,3,48.0,94.6,Summer,Thursday,False
2025-06-05,Breakfast,88,False,0.838,124,Glassware,7,2.06,20,14.5,2.0,True,4,1,0.527,3,37.0,63.4,Summer,Thursday,False
2025-06-05,Breakfast,88,False,0.838,236,Cutlery,6,2.03,45,12.2,1.3,True,5,1,0.438,3,40.4,56.5,Summer,Thursday,False
2025-06-05,Breakfast,88,False,0.838,19,Cookware,2,2.6,10,5.2,8.7,False,0,0,0.25,3,9.2,21.8,Summer,Thursday,False
2025-06-05,Lunch,57,False,0.838,127,Plates,6,2.08,24,12.5,0.0,True,3,0,0.452,3,31.0,64.9,Summer,Thursday,False
2025-06-05,Lunch,57,False,0.838,68,Glassware,4,2.1,20,8.4,3.0,True,3,0,0.294,3,21.8,48.6,Summer,Thursday,False
2025-06-05,Lunch,57,False,0.838,154,Cutlery,4,2.18,45,8.7,8.2,True,2,0,0.307,3,28.2,40.9,Summer,Thursday,False
2025-06-05,Lunch,57,False,0.838,19,Cookware,2,2.59,10,5.2,3.1,False,0,0,0.25,3,8.9,22.2,Summer,Thursday,False
2025-06-05,Dinner,101,False,0.838,218,Plates,10,2.13,24,21.3,13.8,True,3,0,1.003,3,54.1,110.2,Summer,Thursday,True
2025-06-05,Dinner,101,False,0.838,141,Glassware,8,2.17,20,17.4,3.6,True,5,1,0.793,3,39.9,81.8,Summer,Thursday,True
2025-06-05,Dinner,101,False,0.838,283,Cutlery,7,2.11,45,14.8,7.9,True,6,0,0.688,3,49.0,69.6,Summer,Thursday,True
2025-06-05,Dinner,101,False,0.838,24,Cookware,3,2.25,10,6.7,0.5,True,1,0,0.28,3,14.9,31.2,Summer,Thursday,True
2025-06-06,Breakfast,87,False,0.808,194,Plates,9,2.03,24,18.2,0.0,True,5,0,0.674,3,49.9,92.5,Summer,Friday,False
2025-06-06,Breakfast,87,False,0.808,130,Glassware,7,2.33,20,16.3,6.9,False,0,1,0.624,3,35.8,71.2,Summer,Friday,False
2025-06-06,Breakfast,87,False,0.808,243,Cutlery,6,2.12,45,12.7,0.7,True,9,0,0.472,3,43.5,58.6,Summer,Friday,False
2025-06-06,Breakfast,87,False,0.808,14,Cookware,2,2.24,10,4.5,0.0,False,0,0,0.25,3,8.5,23.1,Summer,Friday,False
2025-06-06,Lunch,55,False,0.808,118,Plates,5,2.09,24,10.4,5.4,True,1,0,0.422,3,28.2,56.6,Summer,Friday,False
2025-06-06,Lunch,55,False,0.808,81,Glassware,5,2.24,20,11.2,6.0,False,0,0,0.373,3,24.1,51.2,Summer,Friday,False
2025-06-06,Lunch,55,False,0.808,155,Cutlery,4,2.11,45,8.4,3.0,False,0,0,0.299,3,27.1,37.6,Summer,Friday,False
2025-06-06,Lunch,55,False,0.808,16,Cookware,2,2.36,10,4.7,4.2,False,0,0,0.25,3,10.2,17.3,Summer,Friday,False
2025-06-06,Dinner,81,False,0.808,173,Plates,8,2.18,24,17.5,4.0,True,2,0,0.816,3,47.0,75.1,Summer,Friday,True
2025-06-06,Dinner,81,False,0.808,106,Glassware,6,2.1,20,12.6,6.1,False,0,0,0.578,3,30.8,60.2,Summer,Friday,True
2025-06-06,Dinner,81,False,0.808,222,Cutlery,5,2.04,45,10.2,6.6,True,4,1,0.522,3,36.9,37.9,Summer,Friday,True
2025-06-06,Dinner,81,False,0.808,23,Cookware,3,2.29,10,6.9,0.8,True,2,0,0.273,3,13.1,27.0,Summer,Friday,True
2025-06-07,Breakfast,83,False,0.839,190,Plates,8,2.07,24,16.6,3.5,True,4,0,0.676,3,41.2,87.5,Summer,Saturday,False
2025-06-07,Breakfast,83,False,0.839,116,Glassware,6,1.82,20,10.9,2.7,True,4,0,0.435,3,31.9,52.8,Summer,Saturday,False
2025-06-07,Breakfast,83,False,0.839,231,Cutlery,6,2.14,45,12.9,6.9,True,5,0,0.453,3,39.6,64.2,Summer,Saturday,False
2025-06-07,Breakfast,83,False,0.839,23,Cookware,3,2.35,10,7.0,6.1,True,3,0,0.25,3,13.8,31.1,Summer,Saturday,False
2025-06-07,Lunch,69,False,0.839,148,Plates,7,2.25,24,15.7,2.3,True,1,0,0.571,3,37.7,85.2,Summer,Saturday,False
2025-06-07,Lunch,69,False,0.839,105,Glassware,6,2.06,20,12.3,0.2,True,1,1,0.444,3,31.7,61.9,Summer,Saturday,False
2025-06-07,Lunch,69,False,0.839,196,Cutlery,5,2.23,45,11.2,0.0,True,5,0,0.401,3,34.0,53.0,Summer,Saturday,False
2025-06-07,Lunch,69,False,0.839,6,Cookware,1,2.47,10,2.5,0.0,False,0,0,0.25,3,4.1,8.7,Summer,Saturday,False
2025-06-07,Dinner,114,False,0.839,252,Plates,11,2.02,24,22.2,24.1,True,4,1,1.1,3,59.9,130.1,Summer,Saturday,True
2025-06-07,Dinner,114,False,0.839,161,Glassware,9,2.18,20,19.6,12.6,True,1,1,0.909,3,47.2,96.6,Summer,Saturday,True
2025-06-07,Dinner,114,False,0.839,324,Cutlery,8,2.25,45,18.0,7.5,True,12,1,0.84,3,56.6,86.4,Summer,Saturday,True
2025-06-07,Dinner,114,False,0.839,27,Cookware,3,2.47,10,7.4,4.5,False,0,0,0.346,3,13.3,30.2,Summer,Saturday,True
2025-06-08,Breakfast,71,False,0.752,161,Plates,7,1.93,24,13.5,0.0,True,4,0,0.533,3,42.0,69.9,Summer,Sunday,False
2025-06-08,Breakfast,71,False,0.752,104,Glassware,6,2.36,20,14.2,4.3,True,4,0,0.506,3,32.6,61.2,Summer,Sunday,False
2025-06-08,Breakfast,71,False,0.752,206,Cutlery,5,2.01,45,10.1,1.8,True,4,0,0.379,3,34.8,48.5,Summer,Sunday,False
2025-06-08,Breakfast,71,False,0.752,10,Cookware,1,2.48,10,2.5,1.3,True,1,0,0.25,3,4.8,10.5,Summer,Sunday,False
2025-06-08,Lunch,47,False,0.752,100,Plates,5,1.95,24,9.8,4.6,True,5,0,0.335,3,28.9,46.8,Summer,Sunday,False
2025-06-08,Lunch,47,False,0.752,71,Glassware,4,2.04,20,8.2,2.8,False,0,0,0.299,3,21.4,44.5,Summer,Sunday,False
2025-06-08,Lunch,47,False,0.752,124,Cutlery,3,2.06,45,6.2,2.6,True,3,0,0.25,3,21.5,33.3,Summer,Sunday,False
2025-06-08,Lunch,47,False,0.752,9,Cookware,1,2.43,10,2.4,2.2,False,0,0,0.25,3,4.2,9.4,Summer,Sunday,False
2025-06-08,Dinner,91,False,0.752,211,Plates,9,2.41,24,21.7,17.6,True,8,1,1.097,3,48.4,86.1,Summer,Sunday,True
2025-06-08,Dinner,91,False,0.752,135,Glassware,7,2.07,20,14.5,0.0,True,1,0,0.726,3,36.3,58.8,Summer,Sunday,True
2025-06-08,Dinner,91,False,0.752,252,Cutlery,6,2.17,45,13.0,0.0,True,3,0,0.631,3,41.5,45.3,Summer,Sunday,True
2025-06-08,Dinner,91,False,0.752,25,Cookware,3,2.47,10,7.4,5.4,False,0,0,0.32,3,13.7,27.0,Summer,Sunday,True
2025-06-09,Breakfast,79,False,0.818,176,Plates,8,2.07,24,16.5,3.1,True,4,1,0.624,3,42.5,70.7,Summer,Monday,False
2025-06-09,Breakfast,79,False,0.818,101,Glassware,6,2.04,20,12.2,3.5,True,1,0,0.424,3,31.6,55.2,Summer,Monday,False
2025-06-09,Breakfast,79,False,0.818,222,Cutlery,5,2.24,45,11.2,0.0,True,2,1,0.456,3,34.8,54.5,Summer,Monday,False
2025-06-09,Breakfast,79,False,0.818,9,Cookware,1,2.53,10,2.5,3.0,True,1,0,0.25,3,5.0,10.2,Summer,Monday,False
2025-06-09,Lunch,55,False,0.818,124,Plates,6,2.16,24,13.0,4.8,True,1,0,0.459,3,32.9,62.2,Summer,Monday,False
2025-06-09,Lunch,55,False,0.818,83,Glassware,5,2.16,20,10.8,5.2,True,1,0,0.368,3,25.3,50.7,Summer,Monday,False
2025-06-09,Lunch,55,False,0.818,155,Cutlery,4,2.02,45,8.1,4.5,True,3,0,0.287,3,28.7,40.3,Summer,Monday,False
2025-06-09,Lunch,55,False,0.818,13,Cookware,2,2.47,10,4.9,7.3,False,0,0,0.25,3,8.7,23.2,Summer,Monday,False
2025-06-09,Dinner,92,False,0.818,211,Plates,9,2.36,24,21.2,13.2,True,8,1,1.075,3,52.3,88.0,Summer,Monday,True
2025-06-09,Dinner,92,False,0.818,127,Glassware,7,2.11,20,14.8,5.8,True,2,0,0.695,3,34.9,73.0,Summer,Monday,True
2025-06-09,Dinner,92,False,0.818,263,Cutlery,6,1.85,45,11.1,0.0,True,1,1,0.561,3,46.6,58.2,Summer,Monday,True
2025-06-09,Dinner,92,False,0.818,7,Cookware,1,2.46,10,2.5,0.0,False,0,0,0.25,3,4.3,9.0,Summer,Monday,True
2025-06-10,Breakfast,86,False,0.823,190,Plates,8,2.15,24,17.2,5.9,True,4,0,0.7,3,46.3,74.9,Summer,Tuesday,False
2025-06-10,Breakfast,86,False,0.823,110,Glassware,6,2.1,20,12.6,0.4,True,3,0,0.476,3,33.3,67.4,Summer,Tuesday,False
2025-06-10,Breakfast,86,False,0.823,238,Cutlery,6,2.2,45,13.2,0.0,True,4,1,0.48,3,43.0,59.4,Summer,Tuesday,False
